order_id,customer_id,order_date,status,shipping_address_id,coupon_id,subtotal,discount_amt,shipping_charges,tax_amt,total_amount,payment_status,delivery_date,warehouse_id,channel
4808,1246,"2020-06-19 00:41:00",Delivered,4483,155,13440.07,3334.54,0.0,1819.0,11924.53,Paid,"2020-06-27 00:41:00",1,App
4809,3289,"2020-06-17 01:18:00",Delivered,2647,,24795.37,1018.27,0.0,4279.88,28056.98,Paid,"2020-06-20 01:18:00",6,"Mobile Web"
4810,1331,"2020-06-19 10:00:00",Returned,3313,,11175.63,810.6,0.0,1865.71,12230.74,Paid,,9,App
4811,3388,"2020-06-07 00:53:00",Shipped,6537,,39966.47,6206.23,0.0,6076.84,39837.08,Paid,,5,App
4812,797,"2020-06-06 03:53:00",Returned,3302,,44669.76,2783.04,0.0,7539.61,49426.33,Paid,,7,Website
4813,2031,"2020-06-28 16:43:00",Processing,7779,52,30786.19,1879.83,0.0,5203.14,34109.5,Pending,,9,"Mobile Web"
4814,3954,"2020-06-25 22:49:00",Delivered,5251,10,12408.04,3514.31,0.0,1600.87,10494.6,Paid,"2020-07-03 22:49:00",3,Website
4815,4787,"2020-06-14 16:19:00",Cancelled,6434,,78047.03,5451.25,0.0,13067.24,85663.02,Failed,,1,Website
4816,2524,"2020-06-19 12:38:00",Delivered,7273,,35319.0,5025.16,0.0,5452.89,35746.73,Paid,"2020-06-21 12:38:00",5,Website
4817,1214,"2020-06-01 12:58:00",Delivered,9621,,30726.02,7689.89,0.0,4146.5,27182.63,Paid,"2020-06-04 12:58:00",3,App
4818,4992,"2020-06-22 01:23:00",Processing,4596,168,59884.92,9929.79,0.0,8991.92,58947.05,Pending,,7,App
4819,629,"2020-06-17 00:08:00",Delivered,3180,18,72834.09,5840.56,0.0,12058.84,79052.37,Paid,"2020-06-20 00:08:00",6,App
4820,960,"2020-06-15 13:15:00",Delivered,5483,49,834.59,69.69,0.0,137.68,902.58,Paid,"2020-06-19 13:15:00",2,Website
4821,3961,"2020-06-01 19:01:00",Delivered,324,,22093.86,3290.46,0.0,3384.61,22188.01,Paid,"2020-06-04 19:01:00",9,App
4822,1520,"2020-06-30 07:38:00",Shipped,5513,8,47724.44,967.13,0.0,8416.32,55173.63,Paid,,7,App
4823,2274,"2020-06-10 09:15:00",Cancelled,711,,57051.34,10132.33,0.0,8445.42,55364.43,Failed,,10,App
4824,2833,"2020-06-07 18:45:00",Delivered,9189,,70841.25,15865.58,0.0,9895.62,64871.29,Paid,"2020-06-12 18:45:00",8,App
4825,2266,"2020-06-26 19:03:00",Returned,1426,,30763.42,1948.61,0.0,5186.67,34001.48,Paid,,7,Website
4826,3081,"2020-06-13 21:39:00",Returned,7311,,57406.99,8011.13,0.0,8891.25,58287.11,Paid,,9,Website
4827,1183,"2020-06-19 20:12:00",Delivered,8158,47,77305.19,9139.09,0.0,12269.9,80436.0,Paid,"2020-06-23 20:12:00",2,App
4828,512,"2020-06-09 04:03:00",Delivered,2100,,79504.51,10671.55,0.0,12389.93,81222.89,Paid,"2020-06-16 04:03:00",6,Website
4829,721,"2020-06-26 21:26:00",Delivered,2984,,56449.0,1182.64,0.0,9947.94,65214.3,Paid,"2020-06-28 21:26:00",8,App
4830,3721,"2020-06-21 16:37:00",Delivered,4198,,66513.74,5169.01,0.0,11042.05,72386.78,Paid,"2020-06-25 16:37:00",5,App
4831,2691,"2020-06-05 14:34:00",Delivered,7386,,66292.46,1386.13,0.0,11683.14,76589.47,Paid,"2020-06-10 14:34:00",2,Website
4832,491,"2020-06-21 14:14:00",Delivered,5842,,41467.87,8793.08,0.0,5881.46,38556.25,Paid,"2020-06-24 14:14:00",9,Website
4833,4539,"2020-06-06 02:14:00",Delivered,7397,,20836.0,5741.38,0.0,2717.03,17811.65,Paid,"2020-06-13 02:14:00",4,App
4834,136,"2020-06-05 20:02:00",Cancelled,2480,,74491.63,21319.71,0.0,9570.95,62742.87,Pending,,4,App
4835,1718,"2020-06-11 18:00:00",Delivered,8157,,55992.77,13201.39,0.0,7702.45,50493.83,Paid,"2020-06-17 18:00:00",1,App
4836,4875,"2020-06-17 03:09:00",Returned,1871,,7858.22,695.63,0.0,1289.27,8451.86,Paid,,5,"Mobile Web"
4837,3760,"2020-06-26 03:42:00",Delivered,6988,,50329.17,11719.37,0.0,6949.76,45559.56,Paid,"2020-07-03 03:42:00",4,App
4838,2406,"2020-06-30 09:40:00",Delivered,883,155,39072.43,1076.49,0.0,6839.27,44835.21,Paid,"2020-07-08 09:40:00",1,"Mobile Web"
4839,3659,"2020-06-21 13:55:00",Shipped,858,,15481.96,1832.57,0.0,2456.89,16106.28,Paid,,9,Website
4840,3489,"2020-06-23 01:11:00",Returned,6018,,32311.98,8410.0,0.0,4302.36,28204.34,Paid,,1,App
4841,2924,"2020-06-24 05:14:00",Delivered,5541,77,21765.02,5297.26,0.0,2964.2,19431.96,Paid,"2020-06-28 05:14:00",3,Website
4842,939,"2020-06-09 22:02:00",Delivered,5159,,36718.25,7910.84,0.0,5185.33,33992.74,Paid,"2020-06-13 22:02:00",2,App
4843,2291,"2020-06-29 03:05:00",Delivered,3070,99,1910.95,209.93,0.0,306.18,2007.2,Paid,"2020-07-05 03:05:00",8,"Mobile Web"
4844,910,"2020-06-16 09:18:00",Delivered,7915,114,38082.09,1375.78,0.0,6607.14,43313.45,Paid,"2020-06-20 09:18:00",9,"Mobile Web"
4845,4085,"2020-06-05 15:55:00",Delivered,6708,68,75672.26,17782.79,0.0,10420.1,68309.57,Paid,"2020-06-12 15:55:00",9,App
4846,2812,"2020-06-23 08:26:00",Returned,1577,,44403.61,2787.4,0.0,7490.92,49107.13,Paid,,9,App
4847,294,"2020-06-21 10:36:00",Delivered,7471,113,60162.15,8211.91,0.0,9351.04,61301.28,Paid,"2020-06-26 10:36:00",4,Website
4848,1036,"2020-06-07 23:09:00",Delivered,516,141,23758.18,614.09,0.0,4165.94,27310.03,Paid,"2020-06-13 23:09:00",1,"Mobile Web"
4849,4805,"2020-06-13 12:40:00",Delivered,2952,,16169.87,850.03,0.0,2757.57,18077.41,Paid,"2020-06-20 12:40:00",7,App
4850,2099,"2020-06-29 11:40:00",Cancelled,6123,,6741.45,299.37,0.0,1159.57,7601.65,Pending,,3,App
4851,582,"2020-06-17 13:26:00",Shipped,372,,44876.17,10182.82,0.0,6244.8,40938.15,Paid,,10,App
4852,1778,"2020-06-11 23:40:00",Cancelled,368,,70250.93,14694.56,0.0,10000.15,65556.52,Failed,,5,App
4853,2155,"2020-06-29 02:29:00",Delivered,5217,,19912.64,4286.13,0.0,2812.77,18439.28,Paid,"2020-07-03 02:29:00",8,App
4854,1024,"2020-06-04 21:45:00",Delivered,1787,74,72695.45,2055.19,0.0,12715.25,83355.51,Paid,"2020-06-10 21:45:00",3,Website
4855,3349,"2020-06-29 06:58:00",Delivered,6983,198,52936.93,15143.82,0.0,6802.76,44595.87,Paid,"2020-07-04 06:58:00",4,App
4856,2210,"2020-06-18 22:57:00",Delivered,9662,,38915.78,9343.18,0.0,5323.07,34895.67,Paid,"2020-06-22 22:57:00",2,Website
4857,4299,"2020-06-03 20:48:00",Delivered,9634,,5166.04,113.78,0.0,909.41,5961.67,Paid,"2020-06-06 20:48:00",1,App
4858,417,"2020-06-10 11:01:00",Delivered,4846,81,11087.99,2568.64,0.0,1533.48,10052.83,Paid,"2020-06-18 11:01:00",8,App
4859,3988,"2020-06-15 15:36:00",Delivered,5592,,39898.94,8082.88,0.0,5726.89,37542.95,Paid,"2020-06-17 15:36:00",2,App
4860,3434,"2020-06-25 12:51:00",Delivered,3607,,4774.27,532.17,0.0,763.58,5005.68,Paid,"2020-06-30 12:51:00",9,App
4861,4261,"2020-06-30 19:23:00",Delivered,2257,,62394.4,3833.31,0.0,10541.0,69102.09,Paid,"2020-07-08 19:23:00",4,"Mobile Web"
4862,2595,"2020-06-22 23:44:00",Delivered,9167,104,43826.8,5502.07,0.0,6898.45,45223.18,Paid,"2020-06-29 23:44:00",10,Website
4863,1609,"2020-06-17 06:13:00",Shipped,1987,,49220.5,3281.37,0.0,8269.04,54208.17,Paid,,10,App
4864,3640,"2020-06-12 21:54:00",Shipped,1103,85,53789.85,2891.13,0.0,9161.77,60060.49,Paid,,4,App
4865,4909,"2020-06-13 08:52:00",Delivered,6646,141,60643.74,2448.23,0.0,10475.19,68670.7,Paid,"2020-06-17 08:52:00",6,App
4866,3928,"2020-06-10 21:32:00",Delivered,4380,,28885.68,54.5,0.0,5189.61,34020.79,Paid,"2020-06-15 21:32:00",4,App
4867,275,"2020-06-13 00:36:00",Cancelled,2344,,11321.35,1228.37,0.0,1816.74,11909.72,Failed,,7,App
4868,2928,"2020-06-08 16:25:00",Delivered,9270,144,46748.63,6492.38,0.0,7246.12,47502.37,Paid,"2020-06-14 16:25:00",4,App
4869,254,"2020-06-14 00:14:00",Shipped,5590,151,60789.14,16715.11,0.0,7933.33,52007.36,Paid,,2,App
4870,604,"2020-06-29 01:56:00",Delivered,4206,192,55938.59,12847.77,0.0,7756.35,50847.17,Paid,"2020-07-05 01:56:00",2,Website
4871,3237,"2020-06-29 10:46:00",Processing,8460,60,14272.86,4220.75,0.0,1809.38,11861.49,Pending,,2,App
4872,4002,"2020-06-20 22:39:00",Cancelled,6368,,24289.29,215.83,0.0,4333.22,28406.68,Pending,,2,Website
4873,173,"2020-06-19 19:45:00",Delivered,3823,136,41373.17,9471.35,0.0,5742.33,37644.15,Paid,"2020-06-21 19:45:00",8,"Mobile Web"
4874,2241,"2020-06-08 00:48:00",Returned,4172,,71854.52,199.51,0.0,12897.9,84552.91,Paid,,2,App
4875,1231,"2020-06-25 14:02:00",Delivered,9397,72,38476.28,1318.67,0.0,6688.37,43845.98,Paid,"2020-06-29 14:02:00",3,App
4876,2589,"2020-06-16 07:30:00",Cancelled,185,,57092.89,15977.98,0.0,7400.68,48515.59,Pending,,3,App
4877,1181,"2020-06-20 12:20:00",Delivered,6397,,74618.11,5565.56,0.0,12429.46,81482.01,Paid,"2020-06-26 12:20:00",3,App
4878,2313,"2020-06-07 22:58:00",Delivered,7768,146,67739.62,10623.32,0.0,10280.93,67397.23,Paid,"2020-06-10 22:58:00",5,Website
4879,1297,"2020-06-28 19:18:00",Shipped,6896,,56134.05,8310.87,0.0,8608.17,56431.35,Paid,,7,Website
4880,4749,"2020-06-29 16:57:00",Cancelled,1736,36,66852.42,19760.54,0.0,8476.54,55568.42,Pending,,7,App
4881,2951,"2020-06-09 21:43:00",Delivered,4527,30,42751.11,12242.26,0.0,5491.59,36000.44,Paid,"2020-06-12 21:43:00",2,App
4882,226,"2020-06-25 21:12:00",Shipped,7720,,14045.56,2044.16,0.0,2160.25,14161.65,Paid,,3,Website
4883,2631,"2020-06-16 17:27:00",Delivered,2917,114,77114.81,3724.12,0.0,13210.32,86601.01,Paid,"2020-06-23 17:27:00",9,App
4884,445,"2020-06-08 02:52:00",Shipped,6362,137,6355.56,1877.18,0.0,806.11,5284.49,Paid,,9,"Mobile Web"
4885,3704,"2020-06-24 22:01:00",Delivered,4112,,35021.89,8335.5,0.0,4803.55,31489.94,Paid,"2020-06-26 22:01:00",6,Website
4886,4341,"2020-06-12 09:20:00",Delivered,2660,31,52839.27,423.59,0.0,9434.82,61850.5,Paid,"2020-06-17 09:20:00",8,App
4887,2040,"2020-06-14 12:34:00",Delivered,6048,,42785.03,7114.36,0.0,6420.72,42091.39,Paid,"2020-06-18 12:34:00",6,Website
4888,2159,"2020-06-10 00:08:00",Delivered,4595,,53565.93,15634.34,0.0,6827.69,44759.28,Paid,"2020-06-14 00:08:00",5,App
4889,4477,"2020-06-09 12:56:00",Shipped,6751,,6281.63,1641.41,0.0,835.24,5475.46,Paid,,1,App
4890,1220,"2020-06-29 05:03:00",Shipped,9448,,47515.65,2507.58,0.0,8101.45,53109.52,Paid,,2,App
4891,3872,"2020-06-09 17:21:00",Delivered,3163,,73882.81,20870.06,0.0,9542.3,62555.05,Paid,"2020-06-13 17:21:00",9,"Mobile Web"
4892,4732,"2020-06-22 13:49:00",Processing,2274,133,45352.82,12389.48,0.0,5933.4,38896.74,Pending,,5,Website
4893,685,"2020-06-07 01:34:00",Cancelled,1487,104,28368.23,6387.07,0.0,3956.61,25937.77,Pending,,1,"Mobile Web"
4894,4188,"2020-06-18 11:40:00",Pending,3862,49,53893.98,3123.03,0.0,9138.77,59909.72,Pending,,8,"Mobile Web"
4895,4045,"2020-06-30 13:11:00",Delivered,7220,87,65628.3,5445.95,0.0,10832.82,71015.17,Paid,"2020-07-06 13:11:00",5,Website
4896,3492,"2020-06-08 16:35:00",Cancelled,8419,,63991.71,8314.2,0.0,10021.95,65699.46,Failed,,4,Website
4897,186,"2020-06-28 02:51:00",Delivered,719,6,53778.67,12971.38,0.0,7345.31,48152.6,Paid,"2020-07-01 02:51:00",8,Website
4898,2845,"2020-06-20 08:30:00",Returned,4288,,19443.97,266.39,0.0,3451.96,22629.54,Paid,,8,App
4899,2894,"2020-06-30 04:52:00",Delivered,2789,130,5916.49,1728.49,0.0,753.84,4941.84,Paid,"2020-07-07 04:52:00",5,App
4900,2643,"2020-06-15 12:24:00",Delivered,1830,,5829.63,311.62,0.0,993.24,6511.25,Paid,"2020-06-17 12:24:00",2,Website
4901,1028,"2020-06-15 09:56:00",Confirmed,2822,,35932.23,5704.26,0.0,5441.03,35669.0,Pending,,9,App
4902,1866,"2020-06-14 03:59:00",Shipped,2136,,79807.44,23432.74,0.0,10147.45,66522.15,Paid,,10,"Mobile Web"
4903,352,"2020-06-17 04:36:00",Delivered,3759,20,33702.07,933.03,0.0,5898.43,38667.47,Paid,"2020-06-19 04:36:00",10,Website
4904,2579,"2020-06-24 16:25:00",Processing,563,,53499.48,11618.69,0.0,7538.54,49419.33,Pending,,5,App
4905,2916,"2020-06-10 01:52:00",Delivered,2942,,24450.48,2999.74,0.0,3861.13,25311.87,Paid,"2020-06-13 01:52:00",1,App
4906,3168,"2020-06-29 19:40:00",Delivered,6330,,7489.32,1386.21,0.0,1098.56,7201.67,Paid,"2020-07-07 19:40:00",8,App
4907,4675,"2020-06-20 05:44:00",Cancelled,7366,101,993.06,183.16,0.0,145.78,955.68,Failed,,10,Website
4908,1476,"2020-06-16 12:13:00",Pending,8444,99,70445.16,18735.73,0.0,9307.7,61017.13,Pending,,3,Website
4909,2871,"2020-06-23 15:46:00",Cancelled,8657,,68238.79,5069.05,0.0,11370.55,74540.29,Pending,,8,App
4910,2936,"2020-06-01 05:52:00",Delivered,802,,38726.48,3490.92,0.0,6342.4,41577.96,Paid,"2020-06-07 05:52:00",8,Website
4911,4025,"2020-06-07 17:29:00",Delivered,8657,190,3333.41,536.11,0.0,503.51,3300.81,Paid,"2020-06-12 17:29:00",9,App
4912,4084,"2020-06-16 06:10:00",Processing,4999,,16927.91,1165.79,0.0,2837.18,18599.3,Pending,,5,Website
4913,3904,"2020-06-11 18:56:00",Delivered,9872,,41662.31,915.5,0.0,7334.43,48081.24,Paid,"2020-06-19 18:56:00",8,"Mobile Web"
4914,4186,"2020-06-17 11:00:00",Delivered,795,,19249.23,5761.67,0.0,2427.76,15915.32,Paid,"2020-06-19 11:00:00",6,Website
4915,3434,"2020-06-13 16:39:00",Delivered,9170,8,58154.51,12489.93,0.0,8219.62,53884.2,Paid,"2020-06-21 16:39:00",10,App
4916,2096,"2020-06-07 23:10:00",Processing,2625,8,6646.36,175.74,0.0,1164.71,7635.33,Pending,,5,Website
4917,998,"2020-06-16 00:46:00",Delivered,7265,,59465.58,501.13,0.0,10613.6,69578.05,Paid,"2020-06-20 00:46:00",5,"Mobile Web"
4918,4475,"2020-06-24 13:33:00",Delivered,3968,31,60468.96,17900.85,0.0,7662.26,50230.37,Paid,"2020-07-02 13:33:00",8,Website
4919,3557,"2020-06-09 15:24:00",Confirmed,6860,,74714.72,20782.04,0.0,9707.88,63640.56,Pending,,10,App
4920,2673,"2020-06-10 04:12:00",Returned,222,179,41770.59,2595.21,0.0,7051.57,46226.95,Paid,,7,App
4921,364,"2020-06-15 08:00:00",Delivered,6575,,3852.4,463.52,0.0,610.0,3998.88,Paid,"2020-06-22 08:00:00",1,App
4922,1240,"2020-06-24 08:49:00",Cancelled,6722,,421.86,37.9,40.0,69.11,493.07,Pending,,6,Website
4923,727,"2020-06-12 00:54:00",Delivered,713,,33211.97,6439.49,0.0,4819.05,31591.53,Paid,"2020-06-20 00:54:00",2,App
4924,2742,"2020-06-18 17:42:00",Confirmed,3233,,35010.13,9500.2,0.0,4591.79,30101.72,Pending,,5,App
4925,215,"2020-06-28 10:41:00",Delivered,3417,156,66756.17,8270.22,0.0,10527.47,69013.42,Paid,"2020-07-02 10:41:00",9,"Mobile Web"
4926,3144,"2020-06-18 08:10:00",Delivered,3943,66,3650.47,174.67,0.0,625.64,4101.44,Paid,"2020-06-22 08:10:00",3,App
4927,4189,"2020-06-13 13:16:00",Delivered,8141,73,6239.68,1296.57,0.0,889.76,5832.87,Paid,"2020-06-19 13:16:00",4,App
4928,3872,"2020-06-17 02:23:00",Delivered,8008,,45910.2,638.49,0.0,8148.91,53420.62,Paid,"2020-06-21 02:23:00",6,App
4929,4166,"2020-06-03 05:10:00",Delivered,5110,,57617.71,14635.31,0.0,7736.83,50719.23,Paid,"2020-06-11 05:10:00",4,App
4930,3939,"2020-06-07 12:57:00",Delivered,3108,,10694.31,261.45,0.0,1877.91,12310.77,Paid,"2020-06-15 12:57:00",3,App
4931,899,"2020-06-30 07:31:00",Delivered,4557,,25633.23,2001.74,0.0,4253.67,27885.16,Paid,"2020-07-07 07:31:00",8,App
4932,149,"2020-06-03 16:37:00",Delivered,1976,,65883.25,6964.27,0.0,10605.42,69524.4,Paid,"2020-06-05 16:37:00",2,"Mobile Web"
4933,2737,"2020-06-02 03:42:00",Delivered,1384,180,34469.16,1670.05,0.0,5903.84,38702.95,Paid,"2020-06-04 03:42:00",4,App
4934,2584,"2020-06-01 15:22:00",Delivered,3621,,3749.8,990.3,0.0,496.71,3256.21,Paid,"2020-06-05 15:22:00",3,Website
4935,119,"2020-06-21 20:54:00",Shipped,9717,,43752.61,12732.45,0.0,5583.63,36603.79,Paid,,6,App
4936,2214,"2020-06-16 07:58:00",Delivered,1679,,74666.3,13298.91,0.0,11046.13,72413.52,Paid,"2020-06-22 07:58:00",8,App
4937,406,"2020-06-27 14:19:00",Returned,4025,171,56793.79,15500.16,0.0,7432.85,48726.48,Paid,,7,App
4938,91,"2020-06-13 00:43:00",Cancelled,5137,,27193.87,524.07,0.0,4800.56,31470.36,Failed,,7,"Mobile Web"
4939,2314,"2020-06-03 19:42:00",Shipped,2301,3,8973.65,98.43,0.0,1597.54,10472.76,Paid,,7,App
4940,4841,"2020-06-07 02:55:00",Cancelled,4697,,29878.29,5571.51,0.0,4375.22,28682.0,Pending,,8,"Mobile Web"
4941,4596,"2020-06-27 06:03:00",Processing,2146,,49122.51,6683.01,0.0,7639.11,50078.61,Pending,,2,Website
4942,2215,"2020-06-21 12:37:00",Delivered,3225,,42364.86,11903.87,0.0,5482.98,35943.97,Paid,"2020-06-26 12:37:00",3,App
4943,2241,"2020-06-15 15:42:00",Delivered,8396,32,2272.15,218.47,0.0,369.66,2423.34,Paid,"2020-06-20 15:42:00",9,App
4944,1726,"2020-06-19 21:13:00",Delivered,5544,106,50070.51,2489.86,0.0,8564.52,56145.17,Paid,"2020-06-24 21:13:00",4,Website
4945,4944,"2020-06-21 16:33:00",Cancelled,2271,,36016.96,5631.32,0.0,5469.42,35855.06,Failed,,5,Website
4946,2516,"2020-06-28 06:59:00",Delivered,5216,,35124.39,2189.94,0.0,5928.2,38862.65,Paid,"2020-06-30 06:59:00",3,Website
4947,4258,"2020-06-12 00:11:00",Shipped,3744,,40064.15,848.95,0.0,7058.74,46273.94,Paid,,9,Website
4948,863,"2020-06-09 01:30:00",Delivered,6642,,61379.85,2209.69,0.0,10650.63,69820.79,Paid,"2020-06-15 01:30:00",10,App
4949,3121,"2020-06-04 06:44:00",Delivered,6371,,62800.82,12437.02,0.0,9065.48,59429.28,Paid,"2020-06-06 06:44:00",1,Website
4950,3933,"2020-06-10 19:34:00",Delivered,2698,99,34737.58,5543.73,0.0,5254.89,34448.74,Paid,"2020-06-14 19:34:00",2,App
4951,1298,"2020-06-22 19:05:00",Delivered,1995,84,70044.38,12105.64,0.0,10428.97,68367.71,Paid,"2020-06-27 19:05:00",3,"Mobile Web"
4952,3257,"2020-06-08 20:27:00",Delivered,9909,163,10695.75,1430.25,0.0,1667.79,10933.29,Paid,"2020-06-14 20:27:00",8,App
4953,3416,"2020-06-20 00:29:00",Delivered,9890,,16244.32,4849.07,0.0,2051.14,13446.39,Paid,"2020-06-27 00:29:00",3,Website
4954,1887,"2020-06-25 14:35:00",Delivered,2174,107,50785.24,2561.17,0.0,8680.33,56904.4,Paid,"2020-07-01 14:35:00",8,App
4955,1848,"2020-06-23 22:31:00",Delivered,8747,94,59539.7,7347.01,0.0,9394.68,61587.37,Paid,"2020-07-01 22:31:00",8,App
4956,4679,"2020-06-18 04:06:00",Delivered,6743,34,64353.94,12571.3,0.0,9320.88,61103.52,Paid,"2020-06-22 04:06:00",8,App
4957,1831,"2020-06-18 06:08:00",Delivered,6794,97,14021.44,463.92,0.0,2440.35,15997.87,Paid,"2020-06-20 06:08:00",5,App
4958,4764,"2020-06-25 08:02:00",Delivered,6251,,22829.39,669.46,0.0,3988.79,26148.72,Paid,"2020-06-27 08:02:00",1,Website
4959,3722,"2020-06-22 18:44:00",Returned,6711,,45680.94,1273.47,0.0,7993.34,52400.81,Paid,,10,App
4960,1894,"2020-06-30 19:10:00",Delivered,9146,146,48820.29,12135.47,0.0,6603.27,43288.09,Paid,"2020-07-06 19:10:00",7,App
4961,405,"2020-06-13 22:20:00",Delivered,9634,,78786.18,15693.82,0.0,11356.62,74448.98,Paid,"2020-06-16 22:20:00",1,App
4962,4101,"2020-06-18 20:31:00",Delivered,4964,,49981.34,10022.78,0.0,7192.54,47151.1,Paid,"2020-06-26 20:31:00",9,Website
4963,2112,"2020-06-30 05:41:00",Shipped,8461,,49089.34,3430.28,0.0,8218.63,53877.69,Paid,,10,Website
4964,1028,"2020-06-16 14:54:00",Delivered,5376,,22378.55,416.75,0.0,3953.12,25914.92,Paid,"2020-06-22 14:54:00",5,App
4965,1010,"2020-06-29 11:20:00",Delivered,3370,63,11979.67,1033.84,0.0,1970.25,12916.08,Paid,"2020-07-05 11:20:00",1,"Mobile Web"
4966,1375,"2020-06-09 05:41:00",Delivered,8331,112,43046.74,878.26,0.0,7590.33,49758.81,Paid,"2020-06-13 05:41:00",7,Website
4967,3022,"2020-06-17 15:11:00",Delivered,1548,,11147.64,2460.88,0.0,1563.62,10250.38,Paid,"2020-06-24 15:11:00",9,App
4968,4087,"2020-06-09 17:35:00",Cancelled,7755,,65991.08,14143.76,0.0,9332.52,61179.84,Pending,,3,App
4969,4116,"2020-06-07 18:59:00",Processing,8864,15,25742.41,1209.46,0.0,4415.93,28948.88,Pending,,10,App
4970,440,"2020-06-25 16:08:00",Confirmed,6919,,67943.25,9441.42,0.0,10530.33,69032.16,Pending,,7,App
4971,872,"2020-06-02 05:53:00",Delivered,4646,,15812.51,598.74,0.0,2738.48,17952.25,Paid,"2020-06-08 05:53:00",6,Website
4972,3443,"2020-06-08 16:11:00",Delivered,6003,,3792.32,420.96,0.0,606.84,3978.2,Paid,"2020-06-16 16:11:00",3,"Mobile Web"
4973,1786,"2020-06-13 20:31:00",Delivered,2019,189,32401.44,6656.64,0.0,4634.06,30378.86,Paid,"2020-06-18 20:31:00",10,App
4974,2669,"2020-06-29 20:17:00",Delivered,7238,,54103.21,11357.23,0.0,7694.28,50440.26,Paid,"2020-07-04 20:17:00",9,App
4975,4210,"2020-06-05 05:43:00",Delivered,6412,,43752.87,2722.04,0.0,7385.55,48416.38,Paid,"2020-06-07 05:43:00",9,App
4976,1274,"2020-06-10 11:56:00",Delivered,4191,69,9709.66,2684.58,0.0,1264.51,8289.59,Paid,"2020-06-18 11:56:00",3,App
4977,4678,"2020-06-18 11:58:00",Delivered,8296,198,10687.84,2267.15,0.0,1515.72,9936.41,Paid,"2020-06-26 11:58:00",10,Website
4978,3285,"2020-06-08 22:32:00",Delivered,9264,163,26724.53,7145.4,0.0,3524.24,23103.37,Paid,"2020-06-14 22:32:00",1,Website
4979,4118,"2020-06-29 23:11:00",Shipped,9355,89,66435.23,9557.61,0.0,10237.97,67115.59,Paid,,4,App
4980,2202,"2020-06-06 12:41:00",Confirmed,8675,,47440.86,10571.78,0.0,6636.43,43505.51,Pending,,4,App
4981,2607,"2020-06-23 13:18:00",Delivered,3452,149,60058.19,13367.64,0.0,8404.3,55094.85,Paid,"2020-07-01 13:18:00",9,App
4982,895,"2020-06-06 19:22:00",Delivered,7902,33,681.62,140.82,0.0,97.34,638.14,Paid,"2020-06-14 19:22:00",5,Website
4983,3202,"2020-06-18 09:05:00",Returned,5380,99,73596.68,9352.61,0.0,11563.93,75808.0,Paid,,2,App
4984,445,"2020-06-06 18:08:00",Delivered,1560,,2475.08,449.66,0.0,364.58,2390.0,Paid,"2020-06-11 18:08:00",10,App
4985,4390,"2020-06-14 02:30:00",Delivered,7792,190,54389.6,4064.46,0.0,9058.53,59383.67,Paid,"2020-06-20 02:30:00",1,App
4986,2774,"2020-06-01 19:48:00",Delivered,1214,127,39698.4,10534.22,0.0,5249.55,34413.73,Paid,"2020-06-09 19:48:00",8,App
4987,2680,"2020-06-21 03:19:00",Delivered,3347,,51753.93,3840.52,0.0,8624.41,56537.82,Paid,"2020-06-26 03:19:00",9,App
4988,3644,"2020-06-28 09:59:00",Pending,6743,,3285.16,537.66,0.0,494.55,3242.05,Pending,,4,App
4989,3927,"2020-06-24 19:56:00",Delivered,6176,,50799.12,7106.31,0.0,7864.71,51557.52,Paid,"2020-07-02 19:56:00",3,"Mobile Web"
4990,2731,"2020-06-11 18:58:00",Delivered,4878,,40007.41,2892.28,0.0,6680.72,43795.85,Paid,"2020-06-18 18:58:00",5,App
4991,3941,"2020-06-27 22:29:00",Shipped,3129,,9197.56,382.83,0.0,1586.65,10401.38,Paid,,5,App
4992,2157,"2020-06-09 21:45:00",Delivered,5721,79,75413.4,12009.06,0.0,11412.78,74817.12,Paid,"2020-06-17 21:45:00",2,App
4993,4691,"2020-06-17 14:48:00",Shipped,4894,,2922.53,776.18,0.0,386.34,2532.69,Paid,,2,Website
4994,828,"2020-06-09 17:19:00",Delivered,5259,,77761.47,17594.86,0.0,10829.99,70996.6,Paid,"2020-06-15 17:19:00",6,App
4995,1762,"2020-06-20 11:14:00",Delivered,8194,54,10793.79,744.59,0.0,1808.86,11858.06,Paid,"2020-06-22 11:14:00",2,App
4996,2958,"2020-06-12 14:41:00",Delivered,606,188,31041.68,3257.67,0.0,5001.12,32785.13,Paid,"2020-06-18 14:41:00",9,App
4997,578,"2020-06-12 11:47:00",Delivered,3056,40,3687.5,1073.87,0.0,470.45,3084.08,Paid,"2020-06-15 11:47:00",5,Website
4998,3032,"2020-06-25 20:11:00",Delivered,5841,,10993.43,2017.08,0.0,1615.74,10592.09,Paid,"2020-07-02 20:11:00",4,"Mobile Web"
4999,1697,"2020-06-16 11:15:00",Cancelled,3925,,71665.14,1580.59,0.0,12615.22,82699.77,Pending,,10,App
5000,1876,"2020-06-24 12:56:00",Processing,4473,,32691.65,4666.39,0.0,5044.55,33069.81,Pending,,3,Website
5001,4774,"2020-06-06 15:54:00",Delivered,2645,56,20888.12,2434.62,0.0,3321.63,21775.13,Paid,"2020-06-12 15:54:00",6,App
5002,3425,"2020-06-08 08:45:00",Delivered,5294,,28898.15,1820.18,0.0,4874.03,31952.0,Paid,"2020-06-12 08:45:00",8,App
